fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,SGLasso_rank,Pclogit,CDReg,CDReg_rank,diff_loc
22122,cg14689532,2346.0,11,820572.0,PNPLA2,0.0,0.0,0.0,3382,0.0,0.002184915875619572,5098,110
7639,cg16471253,849.0,3,60706728.0,FHIT,0.0,0.0,0.0,3382,0.0,0.00218483328191855,5099,37281
6532,cg03518512,732.0,2,240112403.0,HDAC4,0.0,0.0,0.4216433776039141,57,0.0,0.002184748825570265,5100,11942
14943,cg21855816,1638.0,7,1066024.0,C7orf50,0.0,0.0,0.0,3382,0.0,0.002182185994495436,5101,7231
1467,cg04991830,146.0,1,42013312.0,HIVEP3,0.0,0.0,0.0,3382,0.0,0.002181396060496136,5102,710
35145,cg00178070,3705.0,18,8401871.0,PTPRM,0.0,0.0,0.0,3382,0.0,0.002181009316103813,5103,738739
35584,cg12520621,3751.0,18,55893739.0,NEDD4L,0.0,0.0,0.0,3382,0.0,0.002180510224671287,5104,12586
35179,cg07662833,3709.0,18,11750098.0,GNAL,0.0,0.0,0.0,3382,0.0,0.002176533227678752,5105,179
15832,cg01893212,1718.0,7,49813088.0,VWC2,0.0,0.0,0.0,3382,0.0,0.002174105414022004,5106,14
14847,cg09620705,1631.0,6,168971716.0,SMOC2,0.0,0.0,0.0,3382,0.0,0.002172218993497474,5107,13099
491,cg15867712,41.0,1,8932359.0,ENO1,0.0,0.0,0.0,3382,0.0,0.002169265594701729,5108,759
28224,cg02268291,2998.0,14,67999935.0,PLEKHH1,0.0,0.0,0.0,3382,0.0,0.002168657513895778,5109,8734
11453,cg19733633,1265.0,5,112824746.0,MCC,0.0,0.0,0.02108495717804241,2060,0.0,0.002167899612527705,5110,19
15129,cg23352157,1649.0,7,3025689.0,CARD11,0.0,0.0,0.0,3382,0.0,0.002166583015014677,5111,12942
15128,cg07118489,1649.0,7,3005356.0,CARD11,0.0,0.0,0.0003872635787097513,3307,0.0,0.0021644952815346,5112,20333
7265,cg16127364,809.0,3,45636246.0,LIMD1,0.0,0.0,0.0,3382,0.0,0.002163613563140544,5113,13047
14987,cg12183789,1641.0,7,2026368.0,MAD1L1,0.0,0.0,0.0,3382,0.0,0.002163089227935895,5114,18419
31849,cg03858006,3387.0,16,70673349.0,IL34,0.03573137992965882,0.02588623457695937,0.0,3382,0.0,0.002159663427482228,5115,7057
31310,cg06323049,3327.0,16,28943094.0,CD19,0.0,0.0,0.0,3382,0.0,0.002158575469920783,5116,104
16520,cg12233756,1787.0,7,127438201.0,SND1,0.0,0.0,0.0,3382,0.0,0.002158479519078201,5117,21580
15873,cg26163537,1720.0,7,50861592.0,GRB10,0.0,0.0,0.0,3382,0.0,0.0021549588706652,5118,15
953,cg02492946,87.0,1,21667630.0,ECE1,0.0,0.0,0.09199003270057471,590,0.0,0.002154297998514441,5119,3615
688,cg03874089,62.0,1,14925172.0,KAZN,0.0,0.0,0.0,3382,0.0,0.002152823443611773,5120,302633
30276,cg15699231,3221.0,15,85959713.0,AKAP13,0.0,0.0,0.00534394070615752,3001,0.0,0.002152563163165229,5121,14033
7874,cg26698154,869.0,3,73450135.0,PDZRN3,0.0,0.0,0.0,3382,0.0,0.002148366324778578,5122,289
18878,cg11848483,2021.0,8,144543486.0,ZC3H3,0.0,0.0,0.0,3382,0.0,0.002147881889438993,5123,82
12267,cg19369939,1363.0,5,173343501.0,CPEB4,0.0,0.0,0.0,3382,0.0,0.002147195062769129,5124,12950
184,cg18381051,21.0,1,2987645.0,PRDM16,0.0,0.0,0.0,3382,0.0,0.002145516474465569,5125,7656
2781,cg09439497,297.0,1,169600493.0,SELP,0.0,0.0,0.0,3382,0.0,0.00214399670134973,5126,1033837
11500,cg23149687,1270.0,5,119801643.0,PRR16,0.0,0.0,0.0,3382,0.0,0.002143449671258688,5127,379
8739,cg06283493,974.0,3,181417613.0,SOX2OT,0.0,0.0,0.0,3382,0.0,0.002139427210967816,5128,3814
9494,cg03260566,1043.0,4,20256841.0,SLIT2,0.0,0.0,0.0,3382,0.0,0.002132304178238873,5129,3058
13743,cg02024241,1510.0,6,41996600.0,CCND3,0.0,0.0,0.0,3382,0.0,0.002130804011936334,5130,11107
15713,cg02263281,1707.0,7,43237480.0,HECW1,0.0,0.0,0.0548132832785127,1009,0.0,0.002130792983103853,5131,50488
29017,cg12721857,3074.0,14,103494686.0,CDC42BPB,0.0,0.0,0.0,3382,0.0,0.002130742005389276,5132,5544
32468,cg25601366,3439.0,17,132826.0,RPH3AL,0.0,0.0,0.0,3382,0.0,0.002130330997565496,5133,141
18702,cg05515561,2007.0,8,135556503.0,ZFAT,0.0,0.0,0.0,3382,0.0,0.002128584030500555,5134,20888
14637,cg25376310,1613.0,6,158018910.0,ZDHHC14,0.0,0.0,0.02051287661294014,2103,0.0,0.002127752456531511,5135,10052
2772,cg23488418,296.0,1,169497947.0,F5,0.0,0.0,0.0,3382,0.0,0.002126727755451472,5136,271
6838,cg15484985,760.0,3,11665810.0,VGLL4,0.0,0.0,0.0,3382,0.0,0.002125965540584474,5137,9490
15858,cg07553378,1720.0,7,50726586.0,GRB10,0.0,0.0,0.0,3382,0.0,0.002125795696564271,5138,961
8747,cg01783662,974.0,3,181442676.0,SOX2OT,0.0,0.0,0.0,3382,0.0,0.002124423856854774,5139,1295
2436,cg00421624,253.0,1,153746588.0,SLC27A3,0.0,0.0,0.0,3382,0.0,0.002123966625968641,5140,49
31685,cg14339074,3369.0,16,66551109.0,TK2,0.0,0.0,0.0,3382,0.0,0.002123628408439233,5141,27
10891,cg18535011,1206.0,5,31194448.0,CDH6,0.0,0.0,0.0,3382,0.0,0.002123361755778367,5142,301
39465,cg09006279,4210.0,22,20878266.0,MED15,0.0,0.0,0.0,3382,0.0,0.002121941732325187,5143,7057
24439,cg19846353,2586.0,11,119585587.0,PVRL1,0.0,0.0,0.0,3382,0.0,0.002121757673365342,5144,1777
183,cg07534194,21.0,1,2987347.0,PRDM16,0.0,0.0,0.0,3382,0.0,0.002121724096697568,5145,298
14939,cg18664915,1638.0,7,1043861.0,C7orf50,0.0,0.0,0.0,3382,0.0,0.002121245690453073,5146,8231
21946,cg05493509,2327.0,10,134041783.0,STK32C,0.0,0.0,0.0,3382,0.0,0.002121179272373022,5147,12993
15864,cg25674763,1720.0,7,50824629.0,GRB10,0.0,0.0,0.0,3382,0.0,0.002119814147997079,5148,33006
32471,cg18222500,3439.0,17,143285.0,RPH3AL,0.0,0.0,0.0,3382,0.0,0.002113117808542556,5149,11760
21524,cg03339956,2296.0,10,114818235.0,TCF7L2,0.0,0.0,0.0,3382,0.0,0.002111895446275947,5150,400
6421,cg19761110,722.0,2,236774071.0,AGAP1,0.0,0.0,0.0,3382,0.0,0.002111515809353445,5151,84557
2576,cg25771897,273.0,1,160040195.0,KCNJ10,0.0,0.0,0.0,3382,0.0,0.002110440130558829,5152,349
12941,cg02060515,1423.0,6,24936756.0,FAM65B,0.0,0.0,0.0,3382,0.0,0.002109875454335817,5153,278
703,cg01997544,62.0,1,15434848.0,KAZN,0.0,0.0,0.0,3382,0.0,0.002108079470237629,5154,139254
32474,cg15292446,3439.0,17,179838.0,RPH3AL,0.0,0.0,0.0,3382,0.0,0.002107289805832012,5155,1018
9148,cg17960516,1017.0,4,3465004.0,DOK7,0.0,0.0,0.0,3382,0.0,0.002105541270222008,5156,1242
32705,cg02146462,3453.0,17,2757523.0,RAP1GAP2,0.0,0.0,0.0,3382,0.0,0.002102783915050736,5157,24561
12375,cg08841786,1378.0,5,177784475.0,COL23A1,0.0,0.0,0.09353375430529759,577,0.0,0.002098798487128482,5158,21345
21910,cg12074485,2324.0,10,133036449.0,TCERG1L,0.0,0.0,0.002749309954660719,3138,0.0,0.002098577763427769,5159,4121
3258,cg12869809,356.0,1,206904547.0,MAPKAPK2,0.0,0.0,0.0,3382,0.0,0.002098479729361274,5160,6
25710,cg12004527,2728.0,12,63054795.0,PPM1H,0.0,0.0,0.0,3382,0.0,0.002098411105514727,5161,41270
4732,cg16095148,520.0,2,73197100.0,SFXN5,0.0,0.0,0.0,3382,0.0,0.002097874516051767,5162,64383
7266,cg10512202,809.0,3,45649293.0,LIMD1,0.0,0.0,0.03176126249405237,1606,0.0,0.002093171576796836,5163,24096
20505,cg16913135,2187.0,10,23004028.0,PIP4K2A,0.0,0.0,0.0,3382,0.0,0.002092083741777975,5164,476209
6011,cg00326719,674.0,2,213401544.0,ERBB4,0.0,0.0,0.0,3382,0.0,0.002091381719827804,5165,21
29003,cg22819055,3073.0,14,103292589.0,TRAF3,0.0,0.0,0.0,3382,0.0,0.002086152190584696,5166,1774
21520,cg02379348,2296.0,10,114781270.0,TCF7L2,0.0,0.0,0.0,3382,0.0,0.002085962739751194,5167,28624
30240,cg11763094,3217.0,15,84322323.0,ADAMTSL3,0.0,0.0,0.0,3382,0.0,0.002084116268108761,5168,271
21258,cg13194247,2267.0,10,98841272.0,SLIT1,0.0,0.0,0.0,3382,0.0,0.002081107847693196,5169,7287
39203,cg00516481,4182.0,21,44073202.0,PDE9A,0.0,0.0,0.0,3382,0.0,0.002080760807097804,5170,7826
7109,cg04496782,789.0,3,31741190.0,OSBPL10,0.0,0.0,0.0,3382,0.0,0.002080079960505996,5171,25232
39222,cg15108590,4183.0,21,44494906.0,CBS,0.0,0.0,0.0,3382,0.0,0.002079734145336435,5172,235
6406,cg06430772,722.0,2,236443508.0,AGAP1,0.0,0.0,0.02393867064814896,1934,0.0,0.002078898895089898,5173,35138
36829,cg09370413,3896.0,19,33239272.0,TDRD12,0.0,0.0,0.0,3382,0.0,0.002078539257116961,5174,231580
28451,cg00283934,3025.0,14,77686139.0,TMEM63C,0.0,0.0,0.0,3382,0.0,0.002078450144150517,5175,17970
1460,cg19778462,146.0,1,41976072.0,HIVEP3,0.0,0.0,0.0,3382,0.0,0.002076750846150409,5176,5663
25678,cg06121793,2724.0,12,58027447.0,B4GALNT1,0.0,0.0,0.0,3382,0.0,0.002075510249547432,5177,95712
10146,cg16231739,1118.0,4,122107273.0,TNIP3,0.0,0.0,0.0,3382,0.0,0.002075224578277665,5178,3633
14845,cg23346787,1631.0,6,168955848.0,SMOC2,0.0,0.0,0.0,3382,0.0,0.002074036895562079,5179,8662
29679,cg19825899,3153.0,15,59132442.0,FAM63B,0.0,0.0,0.0,3382,0.0,0.002073782252074358,5180,12275
18426,cg08125821,1981.0,8,114445779.0,CSMD3,0.0,0.0,0.0,3382,0.0,0.002068740850204853,5181,2880
1395,cg00349607,138.0,1,39546688.0,MACF1,0.0,0.0,0.0,3382,0.0,0.002067232596091828,5182,1193
1735,cg09088633,171.0,1,57029488.0,PPAP2B,0.0,0.0,0.0,3382,0.0,0.002064232753657081,5183,1523
18705,cg00923304,2007.0,8,135578815.0,ZFAT,0.0,0.0,0.0,3382,0.0,0.002063608031568342,5184,28625
22952,cg02984184,2425.0,11,35966322.0,LDLRAD3,0.0,0.0,0.0,3382,0.0,0.002059524667613659,5185,7049
30079,cg19022051,3198.0,15,75639128.0,NEIL1,0.0,0.0,0.0,3382,0.0,0.00205835181255063,5186,78
4751,cg02317642,522.0,2,74278330.0,TET3,0.0,0.0,0.0,3382,0.0,0.002057415709758186,5187,2495
1514,cg25151532,147.0,1,43920103.0,HYI,0.0,0.0,0.0,3382,0.0,0.002055371552420666,5188,114
10124,cg26826331,1115.0,4,114677214.0,CAMK2D,0.0,0.0,0.0,3382,0.0,0.002048738224362382,5189,4330
12293,cg14888493,1367.0,5,175276356.0,CPLX2,0.0,0.0,0.0,3382,0.0,0.00204676332809284,5190,3890
27907,cg03505995,2959.0,14,29244153.0,C14orf23,0.0,0.0,0.0,3382,0.0,0.002046152330773411,5191,32
4754,cg15080077,522.0,2,74300396.0,TET3,0.0,0.0,0.0,3382,0.0,0.002043042935269356,5192,4593
710,cg07312051,63.0,1,15656086.0,FHAD1,0.0,0.0,0.0,3382,0.0,0.002042474337683685,5193,3613
25665,cg09150519,2722.0,12,57566995.0,LRP1,0.0,0.0,0.0,3382,0.0,0.002042266162343483,5194,44149
18880,cg20156237,2021.0,8,144543750.0,ZC3H3,0.0,0.0,0.0,3382,0.0,0.002040824326310507,5195,201
38813,cg02952945,4144.0,21,27276157.0,APP,0.0,0.0,0.0,3382,0.0,0.002040362928976549,5196,90
26044,cg04801617,2769.0,12,106976843.0,RFX4,0.0,0.0,0.0,3382,0.0,0.002038606060470893,5197,546
21907,cg02218506,2324.0,10,132975885.0,TCERG1L,0.0,0.0,0.0,3382,0.0,0.002038421364289616,5198,24348
38782,cg16775542,4139.0,20,62542894.0,DNAJC5,0.0,0.0,0.0,3382,0.0,0.002035533035605507,5199,145075
12856,cg24776142,1416.0,6,16513829.0,ATXN1,0.0,0.0,0.0,3382,0.0,0.002035495292489907,5200,63436
20148,cg04579885,2161.0,10,483480.0,DIP2C,0.0,0.0,0.0,3382,0.0,0.002034860276824185,5201,13394
12932,cg02526586,1423.0,6,24840054.0,FAM65B,0.0,0.0,0.0,3382,0.0,0.002034284081598361,5202,22169
35190,cg05653176,3709.0,18,11857270.0,GNAL,0.0,0.0,0.0,3382,0.0,0.002033954932220104,5203,335
12237,cg10602537,1360.0,5,172260815.0,ERGIC1,0.0,0.0,0.0,3382,0.0,0.002033115392983158,5204,512
36171,cg22698501,3810.0,19,3521294.0,FZR1,0.0,0.0,0.0,3382,0.0,0.002032012387192506,5205,39
15639,cg05642546,1700.0,7,37298927.0,ELMO1,0.0,0.0,0.0,3382,0.0,0.002031886168331894,5206,19
13744,cg07270947,1510.0,6,42007707.0,CCND3,0.0,0.0,0.0,3382,0.0,0.002031634833493917,5207,65279
36771,cg07544187,3889.0,19,19651235.0,CILP2,0.0,0.0,0.0,3382,0.0,0.002030044843477951,5208,727
3440,cg12129117,380.0,1,223940656.0,CAPN2,0.0,0.0,0.0,3382,0.0,0.002029998914517799,5209,67037
25319,cg08738571,2675.0,12,32655192.0,FGD4,0.0,0.0,0.0452885944045191,1224,0.0,0.002029573054532945,5210,14032
9260,cg08767538,1025.0,4,6558228.0,PPP2R2C,0.0,0.0,0.0,3382,0.0,0.002028973233097095,5211,3525
38707,cg00727912,4130.0,20,61583736.0,SLC17A9,0.0,0.0,0.0,3382,0.0,0.002028119552446056,5212,1114
211,cg17660549,21.0,1,3183831.0,PRDM16,0.0,0.0,0.02940385314441115,1707,0.0,0.002026519415904209,5213,356
23513,cg08436828,2486.0,11,65379891.0,MAP3K11,0.0,0.0,0.0,3382,0.0,0.002025111524166757,5214,235
3799,cg26150142,419.0,1,248102842.0,OR2L13,0.1710356242404386,0.1830587873529285,0.007243097219584669,2885,0.0,0.00202426328440641,5215,1002845
14817,cg08742290,1627.0,6,167371091.0,RNASET2,0.0,0.0,0.0,3382,0.0,0.002021939877030479,5216,153543
7060,cg04055060,783.0,3,25382277.0,RARB,0.0,0.0,0.03148406162741869,1615,0.0,0.002021335864638286,5217,12493
15640,cg10272461,1700.0,7,37298946.0,ELMO1,0.0,0.0,0.0,3382,0.0,0.002021251677883684,5218,436
33904,cg13796781,3597.0,17,54367642.0,ANKFN1,0.0,0.0,0.0,3382,0.0,0.002020535146891672,5219,188779
27052,cg16607101,2869.0,13,42613444.0,DGKH,0.0,0.0,0.01550802358367148,2384,0.0,0.00201875058376223,5220,163
17896,cg06734962,1914.0,8,48650989.0,CEBPD,0.0,0.0,0.0,3382,0.0,0.002017460455447156,5221,322
27703,cg22198179,2939.0,13,114770495.0,RASA3,0.0,0.0,0.0,3382,0.0,0.002016893083287316,5222,12180
30004,cg18548950,3188.0,15,73656148.0,HCN4,0.0,0.0,0.0,3382,0.0,0.002015295618173781,5223,1653
21263,cg19115198,2267.0,10,98859678.0,SLIT1,0.0,0.0,0.009195804175616634,2766,0.0,0.002013313859519584,5224,40253
4755,cg11193799,522.0,2,74304989.0,TET3,0.0,0.0,0.0,3382,0.0,0.002012173600783664,5225,189491
35324,cg10397941,3724.0,18,24765479.0,CHST9,0.0,0.0,0.0,3382,0.0,0.002011972753489933,5226,6
2097,cg22727960,208.0,1,93342963.0,FAM69A,0.0,0.0,0.0,3382,0.0,0.002010714608789053,5227,612
12573,cg10716548,1395.0,6,1802524.0,GMDS,0.0,0.0,0.0,3382,0.0,0.002010312056403508,5228,30566
4747,cg24379812,522.0,2,74213392.0,TET3,0.0,0.0,0.0,3382,0.0,0.002009748850691494,5229,165
7635,cg19729536,849.0,3,60288717.0,FHIT,0.0,0.0,0.0,3382,0.0,0.002008882229543679,5230,291046
31536,cg09350341,3350.0,16,55514378.0,MMP2,0.0,0.0,0.0,3382,0.0,0.002008309955680514,5231,92
697,cg12816674,62.0,1,15407935.0,KAZN,0.0,0.0,0.09737059961068081,544,0.0,0.002006543381802274,5232,2425
4749,cg17184593,522.0,2,74213565.0,TET3,0.0,0.0,0.0,3382,0.0,0.002006322069897162,5233,45064
24577,cg02052726,2599.0,11,126180465.0,DCPS,0.0,0.0,0.0,3382,0.0,0.002004943710922242,5234,7705
27720,cg23436804,2939.0,13,114824008.0,RASA3,0.0,0.0,0.0,3382,0.0,0.002003917539331206,5235,2730
695,cg05507444,62.0,1,15385943.0,KAZN,0.0,0.0,0.2766491123492351,144,0.0,0.002002074400847034,5236,21814
15131,cg15468454,1649.0,7,3077161.0,CARD11,0.0,0.0,0.0,3382,0.0,0.002000101073122556,5237,4845
970,cg17725163,88.0,1,21900811.0,ALPL,0.0,0.0,0.0,3382,0.0,0.001998211466490865,5238,37
35589,cg15468302,3751.0,18,56005118.0,NEDD4L,0.0,0.0,0.0,3382,0.0,0.001997420944287166,5239,24631
33933,cg22233512,3599.0,17,55543388.0,MSI2,0.0,0.0,0.0,3382,0.0,0.001997227694633588,5240,2728
35182,cg12327405,3709.0,18,11751343.0,GNAL,0.0,0.0,0.0,3382,0.0,0.00199629808659805,5241,9
12201,cg08360721,1356.0,5,169930870.0,KCNIP1,0.0,0.0,0.0,3382,0.0,0.001995863893717543,5242,9
31525,cg12727202,3349.0,16,55358419.0,IRX6,0.0,0.0,0.0,3382,0.0,0.001994755765646917,5243,39
34003,cg23120942,3606.0,17,58755752.0,BCAS3,0.0,0.0,0.0,3382,0.0,0.001994272702784263,5244,51915
962,cg01827190,88.0,1,21851802.0,ALPL,0.0,0.0,0.0,3382,0.0,0.001993846009509844,5245,25520
19597,cg18963032,2102.0,9,126440583.0,DENND1A,0.0,0.0,0.0,3382,0.0,0.001993823216589384,5246,19438
1738,cg12084062,171.0,1,57044323.0,PPAP2B,0.0,0.0,0.0,3382,0.0,0.001993294665919876,5247,1385
20277,cg02628700,2168.0,10,6220989.0,PFKFB3,0.0,0.0,0.0,3382,0.0,0.001993241531455835,5248,12613
4958,cg12126990,547.0,2,100588044.0,AFF3,0.0,0.0,0.0,3382,0.0,0.001991673697138898,5249,89367
15633,cg24713098,1700.0,7,37136116.0,ELMO1,0.0,0.0,0.0,3382,0.0,0.001991500054298618,5250,13921
39236,cg23043899,4185.0,21,45006185.0,HSF2BP,0.0,0.0,0.0,3382,0.0,0.001990644461983283,5251,17079
1854,cg00756518,182.0,1,65337091.0,JAK1,0.0,0.0,0.0,3382,0.0,0.001990349134357967,5252,11478
191,cg14200569,21.0,1,3051925.0,PRDM16,0.0,0.0,0.0,3382,0.0,0.001987693514039201,5253,4227
31662,cg10598295,3365.0,16,58540765.0,NDRG4,0.0,0.0,0.0,3382,0.0,0.001986515512187681,5254,158
29002,cg08794574,3073.0,14,103292047.0,TRAF3,0.0,0.0,0.0,3382,0.0,0.001984036965901521,5255,542
18877,cg26187080,2021.0,8,144542863.0,ZC3H3,0.0,0.0,0.0,3382,0.0,0.00198343258588158,5256,623
1885,cg16987305,184.0,1,65991596.0,LEPR,0.0,0.0,0.0,3382,0.0,0.00198089154287803,5257,265957
28998,cg12970512,3073.0,14,103251610.0,TRAF3,0.0,0.0,0.0,3382,0.0,0.001979814761200165,5258,20479
25712,cg18758923,2728.0,12,63126696.0,PPM1H,0.0,0.0,0.0,3382,0.0,0.00197959710106403,5259,52995
22944,cg07469075,2423.0,11,35548139.0,PAMR1,0.0,0.0,0.0,3382,0.0,0.00197826643566246,5260,135282
14634,cg04926252,1613.0,6,157982401.0,ZDHHC14,0.0,0.0,0.0,3382,0.0,0.001976973611410558,5261,10472
188,cg08876274,21.0,1,3028230.0,PRDM16,0.0,0.0,0.1265984854827791,408,0.0,0.001975847445071696,5262,10980
7631,cg17894779,849.0,3,60066405.0,FHIT,0.0,0.0,0.0,3382,0.0,0.001973744369260213,5263,1317
17617,cg26730369,1884.0,8,26724001.0,ADRA1A,0.0,0.0,0.0,3382,0.0,0.001972081711492457,5264,457947
21722,cg13191127,2312.0,10,125528099.0,CPXM2,0.0,0.0,0.02255927298161955,1989,0.0,0.001966444017413497,5265,7340
6436,cg12296472,722.0,2,237028230.0,AGAP1,0.0,0.0,0.04797824635481811,1159,0.0,0.00196492743040482,5266,7507
29647,cg21274857,3150.0,15,57669179.0,CGNL1,0.0,0.0,0.0,3382,0.0,0.001963481673009185,5267,120231
21328,cg18003644,2274.0,10,102552594.0,PAX2,0.0,0.0,0.0,3382,0.0,0.001954962904767036,5268,29893
26069,cg15433210,2770.0,12,107974343.0,BTBD11,0.0,0.0,0.01910308468847999,2178,0.0,0.001954962267545604,5269,101
35583,cg16576811,3751.0,18,55888640.0,NEDD4L,0.0,0.0,0.0,3382,0.0,0.00195449234124786,5270,5099
21518,cg17150069,2296.0,10,114720151.0,TCF7L2,0.0,0.0,0.0,3382,0.0,0.001952529062015198,5271,21640
30280,cg05239225,3221.0,15,86022419.0,AKAP13,0.0,0.0,0.0,3382,0.0,0.001951277412071224,5272,17228
15862,cg04223026,1720.0,7,50791508.0,GRB10,0.0,0.0,0.0,3382,0.0,0.001951210503820841,5273,22222
22147,cg14306094,2349.0,11,946142.0,AP2A2,0.0,0.0,0.0,3382,0.0,0.001950343784638959,5274,40564
15632,cg06892898,1700.0,7,37024713.0,ELMO1,0.0,0.0,0.0,3382,0.0,0.001947188043529968,5275,111403
25362,cg22589628,2679.0,12,45445385.0,DBX2,0.0,0.0,0.0,3382,0.0,0.001947009744071531,5276,479
12939,cg08500401,1423.0,6,24934008.0,FAM65B,0.0,0.0,0.0,3382,0.0,0.001945920830677938,5277,223
28999,cg16478616,3073.0,14,103272089.0,TRAF3,0.0,0.0,0.0,3382,0.0,0.001945438159951549,5278,849
4813,cg00775863,529.0,2,80229409.0,CTNNA2,0.0,0.0,0.0,3382,0.0,0.001937827628318444,5279,23929
35441,cg02140269,3738.0,18,43578114.0,PSTPIP2,0.0,0.0,0.0,3382,0.0,0.001936087523638158,5280,29991
3342,cg00692367,368.0,1,211665511.0,RD3,0.0,0.0,0.01939097678416136,2155,0.0,0.001935811312655808,5281,618
2524,cg20570016,264.0,1,156261298.0,TMEM79,0.0,0.0,0.0,3382,0.0,0.001935393932617706,5282,53
20502,cg07972410,2187.0,10,22980041.0,PIP4K2A,0.0,0.0,0.0,3382,0.0,0.001933329972398754,5283,3070
34397,cg25923214,3650.0,17,74864205.0,MGAT5B,0.0,0.0,0.0,3382,0.0,0.001931830982505012,5284,973
21914,cg23632875,2324.0,10,133110244.0,TCERG1L,0.0,0.0,0.0,3382,0.0,0.001931272948090006,5285,105
16895,cg09433162,1829.0,7,154586375.0,DPP6,0.0,0.0,0.0,3382,0.0,0.001930334541496999,5286,29
39227,cg09622447,4183.0,21,44496378.0,CBS,0.0,0.0,0.0,3382,0.0,0.001929766041945395,5287,641
23804,cg14101380,2516.0,11,70718575.0,SHANK2,0.0,0.0,0.0,3382,0.0,0.001929664944314322,5288,54430
1496,cg02819582,146.0,1,42258689.0,HIVEP3,0.0,0.0,0.0,3382,0.0,0.001929270969909595,5289,7057
4021,cg26509462,442.0,2,11903161.0,LPIN1,0.0,0.0,0.0,3382,0.0,0.001929194993508061,5290,12586
25714,cg03800279,2728.0,12,63180852.0,PPM1H,0.0,0.0,0.0,3382,0.0,0.001926388768354643,5291,48285
15088,cg26551200,1646.0,7,2681369.0,TTYH3,0.0,0.0,0.0,3382,0.0,0.001926015258561297,5292,67
10513,cg17690832,1169.0,4,185939537.0,HELT,0.0,0.0,0.0,3382,0.0,0.001925866982035723,5293,190
14912,cg22643751,1636.0,7,855365.0,UNC84A,0.0,0.0,0.0,3382,0.0,0.001924332748895076,5294,16843
7628,cg14972330,849.0,3,60003816.0,FHIT,0.0,0.0,0.0,3382,0.0,0.001924332258724744,5295,61153
33929,cg12856497,3599.0,17,55525538.0,MSI2,0.0,0.0,0.0,3382,0.0,0.001922700849315684,5296,7716
27708,cg00814985,2939.0,13,114801132.0,RASA3,0.4286036505780739,0.4932843079168555,0.1102391401806681,478,0.195711448713363,0.001921630047715876,5297,7960
32463,cg04270824,3439.0,17,111427.0,RPH3AL,0.0,0.0,0.0,3382,0.0,0.001920537605095889,5298,4811
8470,cg20764764,944.0,3,145878975.0,PLOD2,0.0,0.0,0.0,3382,0.0,0.001919892540938352,5299,4
952,cg13086983,87.0,1,21664810.0,ECE1,0.0,0.0,0.0,3382,0.0,0.001919550769674034,5300,2820
39321,cg02498179,4194.0,21,46591069.0,ADARB1,0.0,0.0,0.0,3382,0.0,0.001916690993411792,5301,37689
12945,cg16545994,1423.0,6,25022493.0,FAM65B,0.0,0.0,0.0,3382,0.0,0.001915177102339943,5302,20158
15885,cg02985515,1721.0,7,51208083.0,COBL,0.0,0.0,0.0,3382,0.0,0.001915087646254267,5303,16712
9724,cg10307212,1063.0,4,48240183.0,TEC,0.0,0.0,0.0,3382,0.0,0.001914097502182667,5304,24961
6032,cg26009582,677.0,2,216866147.0,MREG,0.0,0.0,0.0,3382,0.0,0.001912550769698543,5305,1962
9238,cg16616514,1025.0,4,6324629.0,PPP2R2C,0.006233680638198662,0.009888154995881426,0.07894964367678195,686,0.007563883485829151,0.001912080451264533,5306,3498
12936,cg03396774,1423.0,6,24926648.0,FAM65B,0.0,0.0,0.0,3382,0.0,0.001911997612478345,5307,381
15631,cg08044454,1700.0,7,37024552.0,ELMO1,0.0,0.0,0.0,3382,0.0,0.001911206379527663,5308,161
30999,cg15151654,3293.0,16,11837531.0,TXNDC11,0.0,0.0,0.0,3382,0.0,0.001910489848535652,5309,18186
6839,cg19120457,760.0,3,11675300.0,VGLL4,0.0,0.0,0.01459284973144548,2435,0.0,0.001909768072721082,5310,28098
15089,cg17550566,1646.0,7,2681436.0,TTYH3,0.0,0.0,0.0,3382,0.0,0.001909372995433107,5311,3880
15133,cg06173509,1649.0,7,3084077.0,CARD11,0.0,0.0,0.0,3382,0.0,0.001902578744454672,5312,439
31377,cg18406471,3335.0,16,31469372.0,ARMC5,0.0,0.0,0.0,3382,0.0,0.001902003774654679,5313,116
7267,cg19273347,809.0,3,45673389.0,LIMD1,0.0,0.0,0.0,3382,0.0,0.001900913635835255,5314,15371
8950,cg14880079,995.0,3,194120150.0,GP5,0.0,0.0,0.0,3382,0.0,0.00190073349823807,5315,681363
31775,cg04580717,3378.0,16,68332003.0,SLC7A6,0.0,0.0,0.0,3382,0.0,0.001899885503562889,5316,2053
35541,cg26200795,3748.0,18,52895482.0,TCF4,0.0,0.0,0.0,3382,0.0,0.001899714679202021,5317,6479
4748,cg03641016,522.0,2,74213557.0,TET3,0.0,0.0,0.0,3382,0.0,0.001898887026595638,5318,8
8943,cg14909960,994.0,3,194090512.0,LRRC15,0.0,0.0,0.0,3382,0.0,0.001897671159085933,5319,135
1507,cg26038582,146.0,1,42384390.0,HIVEP3,0.0,0.0,0.0,3382,0.0,0.00189750523642839,5320,1090
36377,cg17731776,3838.0,19,7953054.0,LRRC8E,0.0,0.0,0.0,3382,0.0,0.001897466267886959,5321,17
