fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,CDReg,rank,diff_loc
11335,cg23991169,331,4,741508,PCGF3,0.0,0.0,0.0,0.0,14644,8
11336,cg23034496,331,4,741516,PCGF3,0.0,0.0,0.0,0.0,14645,2611
11337,cg13485809,331,4,744127,PCGF3,0.0,0.0,0.0,0.0,14646,5012
11338,cg02809796,331,4,749139,PCGF3,0.0,0.0,0.0,0.0,14647,4764
11339,cg26319363,331,4,753903,PCGF3,0.0,0.0,0.0,0.0,14648,6136
11340,cg05364179,331,4,760039,PCGF3,0.0,0.0,0.0,0.0,14649,18788
11341,cg06672737,332,4,778827,CPLX1,0.0,0.0,0.0,0.0,14650,97
11342,cg06673130,332,4,778924,CPLX1,0.0,0.0,0.0,0.0,14651,249
11343,cg05448404,332,4,779173,CPLX1,0.0,0.0,0.0,0.0,14652,57
11344,cg06821199,332,4,779230,CPLX1,0.0,0.0,0.003216232361868416,0.0,14653,250
11345,cg17128947,332,4,779480,CPLX1,0.0,0.0,0.02527769248672964,0.0,14654,88
11346,cg18638914,332,4,779568,CPLX1,0.0,0.0,0.0,0.0,14655,768
11347,cg27651229,332,4,780336,CPLX1,0.0,0.0,0.0,0.0,14656,3261
11348,cg17234201,332,4,783597,CPLX1,0.0,0.0,0.0,0.0,14657,1563
11349,cg13778078,332,4,785160,CPLX1,0.0,0.0,0.0,0.0,14658,1084
11350,cg23173307,332,4,786244,CPLX1,0.0,0.0,0.0,0.0,14659,1873
11351,cg01526183,332,4,788117,CPLX1,0.0,0.0,0.0,0.0,14660,23
11352,cg00187229,332,4,788140,CPLX1,0.0,0.0,0.0,0.0,14661,686
11353,cg00732432,332,4,788826,CPLX1,0.0,0.0,0.0,0.0,14662,313
11354,cg04048250,332,4,789139,CPLX1,0.0,0.0,0.0,0.0,14663,366
11355,cg12792086,332,4,789505,CPLX1,0.0,0.0,0.0,0.0,14664,302
11356,cg20948258,332,4,789807,CPLX1,0.0,0.0,0.0,0.0,14665,8804
11357,cg17754473,332,4,798611,CPLX1,0.0,0.0,0.04221511087190272,0.0,14666,100
11358,cg04074536,332,4,798711,CPLX1,0.04691729102838998,0.05480172181640278,0.0393757253724575,0.0,14667,3518
11359,cg06219310,332,4,802229,CPLX1,0.0,0.0,0.0,0.0,14668,615
11360,cg02689072,332,4,802844,CPLX1,0.0,0.0,0.01022278817776676,0.0,14669,9137
11361,cg10591801,332,4,811981,CPLX1,0.0,0.0,0.0,0.0,14670,406
11362,cg19039739,332,4,812387,CPLX1,0.0,0.0,0.0,0.0,14671,112
11363,cg09635541,332,4,812499,CPLX1,0.0,0.0,0.0,0.0,14672,112
11364,cg25354926,332,4,812611,CPLX1,0.0,0.0,0.0,0.0,14673,273
11365,cg07960138,332,4,812884,CPLX1,0.0,0.0,0.0,0.0,14674,2064
11366,cg04337174,332,4,814948,CPLX1,0.0,0.0,0.0,0.0,14675,321
11367,cg23668445,332,4,815269,CPLX1,0.0,0.0,0.0,0.0,14676,3882
11368,cg11219917,332,4,819151,CPLX1,0.0,0.0,0.0,0.0,14677,76
11369,cg12598635,332,4,819227,CPLX1,0.0,0.0,0.0,0.0,14678,700
11370,cg11286023,332,4,819927,CPLX1,0.0,0.0,0.0,0.0,14679,692
11371,cg04001307,332,4,820619,CPLX1,0.0,0.0,0.0,0.0,14680,137
11372,cg10364514,332,4,820756,CPLX1,0.0,0.0,0.0,0.0,14681,319
11373,cg03105999,332,4,821075,CPLX1,0.0,0.0,0.0,0.0,14682,22562
11374,cg23992470,333,4,843637,GAK,0.0,0.0,0.00655168180911693,0.0,14683,692
11375,cg26593829,333,4,844329,GAK,0.0,0.0,0.0,0.0,14684,2323
11376,cg08503285,333,4,846652,GAK,0.0,0.0,0.0,0.0,14685,7822
11377,cg21250466,333,4,854474,GAK,0.0,0.0,0.0,0.0,14686,92
11378,cg25686891,333,4,854566,GAK,0.0,0.0,0.0,0.0,14687,4663
11379,cg25779935,333,4,859229,GAK,0.0,0.0,0.0,0.0,14688,1609
11380,cg01555352,333,4,860838,GAK,0.0,0.0,0.0,0.0,14689,263
11381,cg19107815,333,4,861101,GAK,0.0,0.0,0.01075776364148075,0.0,14690,1460
11382,cg03508112,333,4,862561,GAK,0.0,0.0,0.0,0.0,14691,2519
11383,cg02153397,333,4,865080,GAK,0.0,0.0,0.04438572864942267,0.0,14692,1222
11384,cg06201207,333,4,866302,GAK,0.0,0.0,0.0,0.0,14693,3859
11385,cg21650295,333,4,870161,GAK,0.0,0.0,0.0,0.0,14694,3472
11386,cg04266908,333,4,873633,GAK,0.0,0.0,0.0,0.0,14695,1864
11387,cg01326610,333,4,875497,GAK,0.0,0.0,0.0,0.0,14696,3230
11388,cg12159980,333,4,878727,GAK,0.0,0.0,0.0,0.0,14697,705
11389,cg19797956,333,4,879432,GAK,0.0,0.0,0.0,0.0,14698,2388
11390,cg22051586,333,4,881820,GAK,0.0,0.0,0.0,0.0,14699,94
11391,cg08937613,333,4,881914,GAK,0.0,0.0,0.03404077682297779,0.0,14700,261
11392,cg07792858,333,4,882175,GAK,0.0,0.0,0.002204804879990536,0.0,14701,8011
11393,cg14108327,333,4,890186,GAK,0.0,0.0,0.0,0.0,14702,23
11394,cg20188214,333,4,890209,GAK,0.0,0.0,0.0,0.0,14703,1762
11395,cg05936283,333,4,891971,GAK,0.0,0.0,0.0,0.0,14704,890
11396,cg00497472,333,4,892861,GAK,0.0,0.0,0.0,0.0,14705,325
11397,cg03280063,333,4,893186,GAK,0.0,0.0,0.0,0.0,14706,625
11398,cg16243981,333,4,893811,GAK,0.0,0.0,0.0,0.0,14707,1793
11399,cg07018980,333,4,895604,GAK,0.0,0.0,0.0,0.0,14708,1282
11400,cg23533217,333,4,896886,GAK,0.0,0.0,0.0,0.0,14709,701
11401,cg25975192,333,4,897587,GAK,0.140160807297887,0.1277962870911783,0.04296526129206124,0.0,14710,4198
11402,cg15986164,333,4,901785,GAK,0.0,0.0,0.0,0.0,14711,62
11403,cg01552919,333,4,901847,GAK,0.0,0.0,0.0,0.0,14712,134
11404,cg17343374,333,4,901981,GAK,0.0,0.0,0.0,0.0,14713,93
11405,cg03915012,333,4,902074,GAK,0.0,0.0,0.0,0.0,14714,3214
11406,cg07895210,333,4,905288,GAK,0.0,0.0,0.0,0.0,14715,153
11407,cg05441596,333,4,905441,GAK,0.0,0.0,0.0,0.0,14716,364
11408,cg04045327,333,4,905805,GAK,0.0,0.0,0.0,0.0,14717,113
11409,cg10113582,333,4,905918,GAK,0.0,0.0,0.0,0.0,14718,3034
11410,cg14140403,333,4,908952,GAK,0.0,0.0,0.0,0.0,14719,12685
11411,cg11016749,333,4,921637,GAK,0.0,0.0,0.0,0.0,14720,32520
11412,cg05145275,334,4,954157,DGKQ,0.0,0.0,0.0,0.0,14721,1312
11413,cg21790314,334,4,955469,DGKQ,0.0,0.0,0.0,0.0,14722,436
11414,cg25403803,334,4,955905,DGKQ,0.0,0.0,0.0,0.0,14723,214
11415,cg15412971,334,4,956119,DGKQ,0.0,0.0,0.0,0.0,14724,258
11416,cg26088599,334,4,956377,DGKQ,0.0,0.0,0.0,0.0,14725,230
11417,cg00037056,334,4,956607,DGKQ,0.0,0.0,0.0,0.0,14726,954
11418,cg00846425,334,4,957561,DGKQ,0.0,0.0,0.0,0.0,14727,1567
11419,cg06494872,334,4,959128,DGKQ,0.0,0.0,0.0,0.0,14728,870
11420,cg24158141,334,4,959998,DGKQ,0.0,0.0,0.0,0.0,14729,236
11421,cg04771133,334,4,960234,DGKQ,0.0,0.0,0.0,0.0,14730,75
11422,cg05804872,334,4,960309,DGKQ,0.0,0.0,0.0,0.0,14731,211
11423,cg07002902,334,4,960520,DGKQ,0.0,0.0,0.0,0.0,14732,315
11424,cg11107149,334,4,960835,DGKQ,0.0,0.0,0.0,0.0,14733,670
11425,cg07007312,334,4,961505,DGKQ,0.0,0.0,0.0,0.0,14734,153
11426,cg22718636,334,4,961658,DGKQ,0.0,0.0,0.0,0.0,14735,466
11427,cg20456258,334,4,962124,DGKQ,0.0,0.0,0.0,0.0,14736,625
11428,cg00788025,334,4,962749,DGKQ,0.0,0.0,0.0,0.0,14737,2881
11429,cg15639776,334,4,965630,DGKQ,0.0,0.0,0.0,0.0,14738,1909
11430,cg16585580,334,4,967539,DGKQ,0.0,0.0,0.0,0.0,14739,2
11431,cg06634887,334,4,967541,DGKQ,0.0,0.0,0.0,0.0,14740,281
11432,cg23634348,334,4,967822,DGKQ,0.0,0.0,0.0,0.0,14741,781
11433,cg17256253,334,4,968603,DGKQ,0.0,0.0,0.0,0.0,14742,236756
11434,cg07928191,335,4,1205359,CTBP1,0.0,0.0,0.0,0.0,14743,88
11435,cg06295238,335,4,1205447,CTBP1,0.0,0.0,0.0,0.0,14744,557
11436,cg04195548,335,4,1206004,CTBP1,0.0,0.0,0.0,0.0,14745,41
11437,cg19936016,335,4,1206045,CTBP1,0.0,0.0,0.0,0.0,14746,3799
11438,cg15968297,335,4,1209844,CTBP1,0.0,0.0,0.0,0.0,14747,222
11439,cg00148286,335,4,1210066,CTBP1,0.0,0.0,0.0,0.0,14748,412
11440,cg21641573,335,4,1210478,CTBP1,0.0,0.0,0.0,0.0,14749,941
11441,cg01942790,335,4,1211419,CTBP1,0.0,0.0,0.0,0.0,14750,8079
11442,cg27574071,335,4,1219498,CTBP1,0.0,0.0,0.0,0.0,14751,209
11443,cg11356950,335,4,1219707,CTBP1,0.0,0.0,0.0,0.0,14752,2228
11444,cg10085474,335,4,1221935,CTBP1,0.0,0.0,0.0,0.0,14753,686
11445,cg02650964,335,4,1222621,CTBP1,0.0,0.0,0.0,0.0,14754,549
11446,cg06166341,335,4,1223170,CTBP1,0.0,0.0,0.0,0.0,14755,3921
11447,cg14128315,335,4,1227091,CTBP1,0.0,0.0,0.0,0.0,14756,309
11448,cg12474824,335,4,1227400,CTBP1,0.0,0.0,0.0,0.0,14757,2071
11449,cg22510098,335,4,1229471,CTBP1,0.0,0.0,0.0,0.0,14758,5522
11450,cg15877785,335,4,1234993,CTBP1,0.0,0.0,0.0,0.0,14759,299
11451,cg25719378,335,4,1235292,CTBP1,0.0,0.0,0.0,0.0,14760,489
11452,cg05712295,335,4,1235781,CTBP1,0.0,0.0,0.0,0.0,14761,857
11453,cg18578119,335,4,1236638,CTBP1,0.0,0.0,0.0,0.0,14762,1357
11454,cg09758273,335,4,1237995,CTBP1,0.0,0.0,0.0,0.0,14763,2269
11455,cg17404981,335,4,1240264,CTBP1,0.0,0.0,0.0,0.0,14764,44310
11456,cg06696815,336,4,1284574,MAEA,0.0,0.0,0.0,0.0,14765,372
11457,cg23095634,336,4,1284946,MAEA,0.0,0.0,0.0,0.0,14766,14209
11458,cg15985344,336,4,1299155,MAEA,0.0,0.0,0.0,0.0,14767,311
11459,cg08283595,336,4,1299466,MAEA,0.0,0.0,0.0,0.0,14768,48
11460,cg02135083,336,4,1299514,MAEA,0.0,0.0,0.0,0.0,14769,3803
11461,cg06654118,336,4,1303317,MAEA,0.0,0.0,0.0,0.0,14770,174
11462,cg00689492,336,4,1303491,MAEA,0.0,0.0,0.0,0.0,14771,219
11463,cg04863758,336,4,1303710,MAEA,0.0,0.0,0.0,0.0,14772,58
11464,cg03096285,336,4,1303768,MAEA,0.0,0.0,0.0,0.0,14773,280
11465,cg06976589,336,4,1304048,MAEA,0.0,0.0,0.0,0.0,14774,1234
11466,cg25278298,336,4,1305282,MAEA,0.0,0.0,0.0,0.0,14775,143
11467,cg18299068,336,4,1305425,MAEA,0.0,0.0,0.0,0.0,14776,3929
11468,cg25070192,336,4,1309354,MAEA,0.0,0.0,0.0,0.0,14777,524
11469,cg07110949,336,4,1309878,MAEA,0.09529340959622741,0.1019491772230508,0.01329518672040406,0.0,14778,2598
11470,cg13096128,336,4,1312476,MAEA,0.0,0.0,0.0,0.0,14779,5132
11471,cg19318218,336,4,1317608,MAEA,0.0,0.0,0.0,0.0,14780,4725
11472,cg11375652,336,4,1322333,MAEA,0.0,0.0,0.0,0.0,14781,541
11473,cg13680752,336,4,1322874,MAEA,0.0,0.0,0.0,0.0,14782,559
11474,cg09010372,336,4,1323433,MAEA,0.0,0.0,0.0,0.0,14783,8449
11475,cg22914057,336,4,1331882,MAEA,0.0,0.0,0.0,0.0,14784,383
11476,cg14386311,336,4,1332265,MAEA,0.0,0.0,0.0,0.0,14785,353
11477,cg13050357,336,4,1332618,MAEA,0.0,0.0,0.0,0.0,14786,346
11478,cg12382557,336,4,1332964,MAEA,0.0,0.0,0.0,0.0,14787,458
11479,cg11168432,336,4,1333422,MAEA,0.0,0.0,0.0,0.0,14788,241
11480,cg16172026,336,4,1333663,MAEA,0.0,0.0,0.0,0.0,14789,6541
11481,cg26011553,337,4,1340204,KIAA1530,0.0,0.0,0.0,0.0,14790,774
11482,cg05534152,337,4,1340978,KIAA1530,0.0,0.0,0.0,0.0,14791,1183
11483,cg02988312,337,4,1342161,KIAA1530,0.0,0.0,0.0,0.0,14792,233
11484,cg24560729,337,4,1342394,KIAA1530,0.0,0.0,0.0,0.0,14793,65
11485,cg20092199,337,4,1342459,KIAA1530,0.0,0.0,0.0,0.0,14794,349
11486,cg05294497,337,4,1342808,KIAA1530,0.0,0.0,0.0,0.0,14795,86
11487,cg21620606,337,4,1342894,KIAA1530,0.0,0.0,0.0,0.0,14796,379
11488,cg06733568,337,4,1343273,KIAA1530,0.0,0.0,0.0,0.0,14797,3735
11489,cg05410587,337,4,1347008,KIAA1530,0.0,0.0,0.0,0.0,14798,5444
11490,cg27301092,337,4,1352452,KIAA1530,0.0,0.0,0.0,0.0,14799,335
11491,cg25004347,337,4,1352787,KIAA1530,0.0,0.0,0.0,0.0,14800,1132
11492,cg09807315,337,4,1353919,KIAA1530,0.0,0.0,0.0,0.0,14801,429
11493,cg01939980,337,4,1354348,KIAA1530,0.0,0.0,0.0,0.0,14802,973
11494,cg11524428,337,4,1355321,KIAA1530,0.0,0.0,0.0,0.0,14803,103
11495,cg22903657,337,4,1355424,KIAA1530,0.0,0.0,0.0,0.0,14804,7584
11496,cg00731886,337,4,1363008,KIAA1530,0.0,0.0,0.0,0.0,14805,1336
11497,cg24232092,337,4,1364344,KIAA1530,0.0,0.0,0.0,0.0,14806,169
11498,cg02018176,337,4,1364513,KIAA1530,0.0,0.0,0.0,0.0,14807,2313
11499,cg26831259,337,4,1366826,KIAA1530,0.0,0.0,0.0,0.0,14808,1734
11500,cg19622569,337,4,1368560,KIAA1530,0.0,0.0,0.0,0.0,14809,2181
11501,cg27447495,337,4,1370741,KIAA1530,0.0,0.0,0.0,0.0,14810,304
11502,cg19296501,337,4,1371045,KIAA1530,0.0,0.0,0.0,0.0,14811,1420
11503,cg25919687,337,4,1372465,KIAA1530,0.0,0.0,0.0,0.0,14812,1012
11504,cg10164264,337,4,1373477,KIAA1530,0.0,0.0,0.0,0.0,14813,508
11505,cg02501715,337,4,1373985,KIAA1530,0.0,0.0,0.0,0.0,14814,2180
11506,cg17588400,337,4,1376165,KIAA1530,0.0,0.0,0.0,0.0,14815,587
11507,cg16498514,337,4,1376752,KIAA1530,0.0,0.0,0.0,0.0,14816,417291
11508,cg21608500,338,4,1794043,FGFR3,0.0,0.0,0.0,0.0,14817,41
11509,cg02790486,338,4,1794084,FGFR3,0.0,0.0,0.0,0.0,14818,1156
11510,cg06883949,338,4,1795240,FGFR3,0.0,0.0,0.0,0.0,14819,4914
11511,cg04742135,338,4,1800154,FGFR3,0.0,0.0,0.0,0.0,14820,37
11512,cg02350535,338,4,1800191,FGFR3,0.0,0.0,0.0,0.0,14821,93
11513,cg24979233,338,4,1800284,FGFR3,0.0,0.0,0.0,0.0,14822,164
11514,cg03874978,338,4,1800448,FGFR3,0.0,0.0,0.0,0.0,14823,539
11515,cg21339581,338,4,1800987,FGFR3,0.0,0.0,0.0,0.0,14824,76
11516,cg12997579,338,4,1801063,FGFR3,0.0,0.0,0.0,0.0,14825,85
11517,cg13131329,338,4,1801148,FGFR3,0.0,0.0,0.0,0.0,14826,146
11518,cg05203875,338,4,1801294,FGFR3,0.0,0.0,0.0,0.0,14827,1783
11519,cg00907756,338,4,1803077,FGFR3,0.0,0.0,0.0,0.0,14828,71
11520,cg19625524,338,4,1803148,FGFR3,0.0,0.0,0.0,0.0,14829,295
11521,cg00525145,338,4,1803443,FGFR3,0.0,0.0,0.0,0.0,14830,663
11522,cg25301756,338,4,1804106,FGFR3,0.0,0.0,0.0,0.0,14831,386
11523,cg14988083,338,4,1804492,FGFR3,0.0,0.0,0.0,0.0,14832,324
11524,cg11777917,338,4,1804816,FGFR3,0.0,0.0,0.0,0.0,14833,274
11525,cg05311119,338,4,1805090,FGFR3,0.0,0.0,0.0,0.0,14834,581
11526,cg02137691,338,4,1805671,FGFR3,0.0,0.0,0.0,0.0,14835,264
11527,cg11545838,338,4,1805935,FGFR3,0.0,0.0,0.0,0.0,14836,227
11528,cg14399850,338,4,1806162,FGFR3,0.0,0.0,0.0,0.0,14837,360
11529,cg23286903,338,4,1806522,FGFR3,0.0,0.0,0.0,0.0,14838,111
11530,cg22519233,338,4,1806633,FGFR3,0.0,0.0,0.0,0.0,14839,485
11531,cg13572539,338,4,1807118,FGFR3,0.0,0.0,0.0,0.0,14840,169
11532,cg09576124,338,4,1807287,FGFR3,0.0,0.0,0.0,0.0,14841,217
11533,cg04784842,338,4,1807504,FGFR3,0.0,0.0,0.0,0.0,14842,134
11534,cg04168185,338,4,1807638,FGFR3,0.0,0.0,0.0,0.0,14843,181
11535,cg19207803,338,4,1807819,FGFR3,0.0,0.0,0.0,0.0,14844,135
11536,cg03262295,338,4,1807954,FGFR3,0.0,0.0,0.0,0.0,14845,75
11537,cg07680129,338,4,1808029,FGFR3,0.0,0.0,0.0,0.0,14846,778
11538,cg01795199,338,4,1808807,FGFR3,0.0,0.0,0.0,0.0,14847,116
11539,cg15697036,338,4,1808923,FGFR3,0.0,0.0,0.0,0.0,14848,1409
11540,cg21311834,338,4,1810332,FGFR3,0.0,0.0,0.0,0.0,14849,462150
11541,cg20818265,339,4,2272482,ZFYVE28,0.0,0.0,0.0,0.0,14850,88
11542,cg04826355,339,4,2272570,ZFYVE28,0.0,0.0,0.0,0.0,14851,1036
11543,cg09023584,339,4,2273606,ZFYVE28,0.0,0.0,0.0,0.0,14852,2195
11544,cg12674840,339,4,2275801,ZFYVE28,0.0,0.0,0.0,0.0,14853,193
11545,cg19771469,339,4,2275994,ZFYVE28,0.0,0.0,0.0,0.0,14854,9
11546,cg22029856,339,4,2276003,ZFYVE28,0.0,0.0,0.0,0.0,14855,41
11547,cg07536507,339,4,2276044,ZFYVE28,0.0,0.0,0.0,0.0,14856,805
11548,cg15003465,339,4,2276849,ZFYVE28,0.0,0.0,0.0,0.0,14857,94
11549,cg20729123,339,4,2276943,ZFYVE28,0.0,0.0,0.0,0.0,14858,809
11550,cg06554342,339,4,2277752,ZFYVE28,0.0,0.0,0.0,0.0,14859,84
11551,cg07473822,339,4,2277836,ZFYVE28,0.0,0.0,0.0,0.0,14860,8673
11552,cg15509575,339,4,2286509,ZFYVE28,0.0,0.0,0.0,0.0,14861,1074
11553,cg20686001,339,4,2287583,ZFYVE28,0.0,0.0,0.0,0.0,14862,11589
11554,cg14712262,339,4,2299172,ZFYVE28,0.0,0.0,0.0,0.0,14863,816
11555,cg02035018,339,4,2299988,ZFYVE28,0.0,0.0,0.0,0.0,14864,2965
11556,cg06677690,339,4,2302953,ZFYVE28,0.0,0.0,0.0,0.0,14865,685
11557,cg07042007,339,4,2303638,ZFYVE28,0.0,0.0,0.0,0.0,14866,22
11558,cg14405197,339,4,2303660,ZFYVE28,0.0,0.0,0.0,0.0,14867,58
11559,cg15510601,339,4,2303718,ZFYVE28,0.0,0.0,0.0,0.0,14868,14
11560,cg16735190,339,4,2303732,ZFYVE28,0.0,0.0,0.0,0.0,14869,128
11561,cg23859313,339,4,2303860,ZFYVE28,0.0,0.0,0.0,0.0,14870,2565
11562,cg22744555,339,4,2306425,ZFYVE28,0.0,0.0,0.0,0.0,14871,122
11563,cg18274320,339,4,2306547,ZFYVE28,0.0,0.0,0.0,0.0,14872,271
11564,cg01930242,339,4,2306818,ZFYVE28,0.0,0.0,0.0,0.0,14873,1180
11565,cg06704631,339,4,2307998,ZFYVE28,0.0,0.0,0.0,0.0,14874,13959
11566,cg22488278,339,4,2321957,ZFYVE28,0.0,0.0,0.0,0.0,14875,95
11567,cg01161042,339,4,2322052,ZFYVE28,0.0,0.0,0.0,0.0,14876,26
11568,cg12811871,339,4,2322078,ZFYVE28,0.0,0.0,0.0,0.0,14877,1933
11569,cg04442892,339,4,2324011,ZFYVE28,0.0,0.0,0.0,0.0,14878,8549
11570,cg12221713,339,4,2332560,ZFYVE28,0.0,0.0,0.0,0.0,14879,8703
11571,cg09906233,339,4,2341263,ZFYVE28,0.0,0.0,0.0,0.0,14880,107
11572,cg09366730,339,4,2341370,ZFYVE28,0.0,0.0,0.0,0.0,14881,1837
11573,cg03674224,339,4,2343207,ZFYVE28,0.0,0.0,0.0,0.0,14882,60
11574,cg21960381,339,4,2343267,ZFYVE28,0.0,0.0,0.0,0.0,14883,124
11575,cg05257850,339,4,2343391,ZFYVE28,0.0,0.0,0.0,0.0,14884,18485
11576,cg25388823,339,4,2361876,ZFYVE28,0.0,0.0,0.0,0.0,14885,50
11577,cg05664421,339,4,2361926,ZFYVE28,0.0,0.0,0.0,0.0,14886,4177
11578,cg00856997,339,4,2366103,ZFYVE28,0.0,0.0,0.0,0.0,14887,569
11579,cg03137131,339,4,2366672,ZFYVE28,0.0,0.0,0.0,0.0,14888,159
11580,cg09884451,339,4,2366831,ZFYVE28,0.0,0.0,0.0,0.0,14889,306
11581,cg13688770,339,4,2367137,ZFYVE28,0.0,0.0,0.0,0.0,14890,2440
11582,cg25184088,339,4,2369577,ZFYVE28,0.0,0.0,0.0,0.0,14891,3184
11583,cg10407722,339,4,2372761,ZFYVE28,0.0,0.0,0.0,0.0,14892,71
11584,cg08393972,339,4,2372832,ZFYVE28,0.0,0.0,0.0,0.0,14893,128
11585,cg14416293,339,4,2372960,ZFYVE28,0.0,0.0,0.0,0.0,14894,15946
11586,cg03814389,339,4,2388906,ZFYVE28,0.0,0.0,0.0,0.0,14895,250
11587,cg20594316,339,4,2389156,ZFYVE28,0.0,0.0,0.0,0.0,14896,6393
11588,cg10219157,339,4,2395549,ZFYVE28,0.0,0.0,0.0,0.0,14897,685
11589,cg23317787,339,4,2396234,ZFYVE28,0.0,0.0,0.0,0.0,14898,134
11590,cg01998801,339,4,2396368,ZFYVE28,0.0,0.0,0.0,0.0,14899,114
11591,cg13664931,339,4,2396482,ZFYVE28,0.0,0.0,0.0,0.0,14900,5123
11592,cg27108147,339,4,2401605,ZFYVE28,0.0,0.0,0.0,0.0,14901,153
11593,cg11208915,339,4,2401758,ZFYVE28,0.0,0.0,0.0,0.0,14902,222
11594,cg00530127,339,4,2401980,ZFYVE28,0.0,0.0,0.0,0.0,14903,1801
11595,cg27239842,339,4,2403781,ZFYVE28,0.0,0.0,0.0,0.0,14904,149
11596,cg08330972,339,4,2403930,ZFYVE28,0.0,0.0,0.0,0.0,14905,13751
11597,cg01250842,339,4,2417681,ZFYVE28,0.0,0.0,0.0,0.0,14906,630
11598,cg23151014,339,4,2418311,ZFYVE28,0.0,0.0,0.0,0.0,14907,610
11599,cg02629205,339,4,2418921,ZFYVE28,0.0,0.0,0.0,0.0,14908,901
11600,cg00847044,339,4,2419822,ZFYVE28,0.0,0.0,0.0,0.0,14909,373952
11601,cg00686694,340,4,2793774,SH3BP2,0.0,0.0,0.0,0.0,14910,317
11602,cg00412094,340,4,2794091,SH3BP2,0.0,0.0,9.190536224906672e-07,0.0,14911,1365
11603,cg04862097,340,4,2795456,SH3BP2,0.0,0.0,0.0,0.0,14912,1745
11604,cg17749374,340,4,2797201,SH3BP2,0.0,0.0,0.0,0.0,14913,5411
11605,cg24492202,340,4,2802612,SH3BP2,0.0,0.0,0.0,0.0,14914,5877
11606,cg10869531,340,4,2808489,SH3BP2,0.0,0.0,0.0,0.0,14915,4969
11607,cg03443467,340,4,2813458,SH3BP2,0.0,0.0,0.0,0.0,14916,84
11608,cg10322254,340,4,2813542,SH3BP2,0.0,0.0,0.0,0.0,14917,182
11609,cg05336051,340,4,2813724,SH3BP2,0.0,0.0,0.0,0.0,14918,340
11610,cg12086464,340,4,2814064,SH3BP2,0.0,0.0,0.0,0.0,14919,58
11611,cg15569052,340,4,2814122,SH3BP2,0.0,0.0,0.0,0.0,14920,2933
11612,cg10511758,340,4,2817055,SH3BP2,0.0,0.0,0.0,0.0,14921,2338
11613,cg00231918,340,4,2819393,SH3BP2,0.0,0.0,0.0,0.0,14922,314
11614,cg01710886,340,4,2819707,SH3BP2,0.0,0.0,0.0,0.0,14923,63
11615,cg10745272,340,4,2819770,SH3BP2,0.0,0.0,0.0,0.0,14924,658
11616,cg23613051,340,4,2820428,SH3BP2,0.0,0.0,0.0,0.0,14925,51
11617,cg07991621,340,4,2820479,SH3BP2,0.0,0.0,0.0,0.0,14926,5868
11618,cg00891429,340,4,2826347,SH3BP2,0.0,0.0,0.0,0.0,14927,714
11619,cg13609167,340,4,2827061,SH3BP2,0.0,0.0,0.0,0.0,14928,12720
11620,cg23746574,340,4,2839781,SH3BP2,0.0,0.0,0.0,0.0,14929,475259
11621,cg11044011,341,4,3315040,RGS12,0.0,0.0,0.0,0.0,14930,3032
11622,cg16987761,341,4,3318072,RGS12,0.0,0.0,0.0,0.0,14931,553
11623,cg21096898,341,4,3318625,RGS12,0.0,0.001303414909213436,0.1006431530698667,0.0,14932,286
11624,cg11471262,341,4,3318911,RGS12,0.0,0.0,0.0,0.0,14933,336
11625,cg24015175,341,4,3319247,RGS12,0.0,0.0,0.0,0.0,14934,5782
11626,cg16416165,341,4,3325029,RGS12,0.0,0.0,0.08707432568879354,0.0,14935,6305
11627,cg03117600,341,4,3331334,RGS12,0.0,0.0,0.0,0.0,14936,11391
11628,cg07706367,341,4,3342725,RGS12,0.0,0.0,0.0,0.0,14937,1429
11629,cg17491449,341,4,3344154,RGS12,0.0,0.0,0.0,0.0,14938,19355
11630,cg01008894,341,4,3363509,RGS12,0.0,0.0,0.0,0.0,14939,1390
11631,cg23859252,341,4,3364899,RGS12,0.0,0.0,0.0,0.0,14940,381
11632,cg27217742,341,4,3365280,RGS12,0.0,0.0,0.0,0.0,14941,62
11633,cg17758673,341,4,3365342,RGS12,0.0,0.0,0.0,0.0,14942,3681
11634,cg08886695,341,4,3369023,RGS12,0.0,0.0,0.0,0.0,14943,2213
11635,cg02547426,341,4,3371236,RGS12,0.0,0.0,0.0,0.0,14944,55
11636,cg20495365,341,4,3371291,RGS12,0.0,0.0,0.0,0.0,14945,229
11637,cg21483092,341,4,3371520,RGS12,0.0,0.0,0.0,0.0,14946,46
11638,cg17569842,341,4,3371566,RGS12,0.0,0.0,0.0,0.0,14947,86
11639,cg26582230,341,4,3371652,RGS12,0.0,0.0,0.0,0.0,14948,224
11640,cg19974227,341,4,3371876,RGS12,0.0,0.0,0.0,0.0,14949,52
11641,cg09921821,341,4,3371928,RGS12,0.0,0.0,0.0,0.0,14950,195
11642,cg17276535,341,4,3372123,RGS12,0.0,0.0,0.0,0.0,14951,83
11643,cg07229767,341,4,3372206,RGS12,0.0,0.0,0.0,0.0,14952,66
11644,cg04073934,341,4,3372272,RGS12,0.0,0.0,0.0,0.0,14953,643
11645,cg19111287,341,4,3372915,RGS12,0.0,0.0,0.0,0.0,14954,91
11646,cg03132824,341,4,3373006,RGS12,0.0,0.0,0.0,0.0,14955,399
11647,cg05617980,341,4,3373405,RGS12,0.0,0.0,0.0,0.0,14956,150
